volt1_mean,volt1_std,volt1_min,volt1_max,volt1_slope,volt1_spectral_entropy,volt2_mean,volt2_std,volt2_min,volt2_max,volt2_slope,volt2_spectral_entropy,amp1_mean,amp1_std,amp1_min,amp1_max,amp1_slope,amp1_spectral_entropy,amp2_mean,amp2_std,amp2_min,amp2_max,amp2_slope,amp2_spectral_entropy,E1_FFlow_mean,E1_FFlow_std,E1_FFlow_min,E1_FFlow_max,E1_FFlow_slope,E1_FFlow_spectral_entropy,E1_OilT_mean,E1_OilT_std,E1_OilT_min,E1_OilT_max,E1_OilT_slope,E1_OilT_spectral_entropy,E1_OilP_mean,E1_OilP_std,E1_OilP_min,E1_OilP_max,E1_OilP_slope,E1_OilP_spectral_entropy,E1_CHT1_mean,E1_CHT1_std,E1_CHT1_min,E1_CHT1_max,E1_CHT1_slope,E1_CHT1_spectral_entropy,E1_CHT2_mean,E1_CHT2_std,E1_CHT2_min,E1_CHT2_max,E1_CHT2_slope,E1_CHT2_spectral_entropy,E1_CHT3_mean,E1_CHT3_std,E1_CHT3_min,E1_CHT3_max,E1_CHT3_slope,E1_CHT3_spectral_entropy,E1_CHT4_mean,E1_CHT4_std,E1_CHT4_min,E1_CHT4_max,E1_CHT4_slope,E1_CHT4_spectral_entropy,E1_EGT1_mean,E1_EGT1_std,E1_EGT1_min,E1_EGT1_max,E1_EGT1_slope,E1_EGT1_spectral_entropy,E1_EGT2_mean,E1_EGT2_std,E1_EGT2_min,E1_EGT2_max,E1_EGT2_slope,E1_EGT2_spectral_entropy,E1_EGT3_mean,E1_EGT3_std,E1_EGT3_min,E1_EGT3_max,E1_EGT3_slope,E1_EGT3_spectral_entropy,E1_EGT4_mean,E1_EGT4_std,E1_EGT4_min,E1_EGT4_max,E1_EGT4_slope,E1_EGT4_spectral_entropy,label
27.912034,0.150547,27.595052,28.359201,0.002573,0.858700,27.841773,0.152586,27.475214,28.213772,0.000188,0.867524,42.092200,1.556329,38.364594,45.761558,-0.020838,0.894468,39.679187,1.827853,34.665373,43.648140,-0.020328,0.896254,12.687927,0.612505,11.483103,14.119126,-0.012863,0.609511,83.896504,4.830421,73.657180,91.336289,0.181398,0.455613,49.344517,1.062267,46.322545,51.824001,-0.013650,0.882781,225.795528,1.698879,220.377206,230.100646,-0.022887,0.806620,215.937661,1.766753,211.129195,219.754572,-0.035252,0.777929,226.893109,1.726491,222.753170,232.072450,-0.027028,0.834410,213.992389,1.780267,210.261648,218.289558,-0.029626,0.847664,776.715803,8.978635,759.251400,798.384099,-0.228663,0.665070,756.526061,9.009979,738.187778,780.108262,-0.247167,0.686461,780.112521,7.371013,766.184695,799.238837,-0.181697,0.665408,754.042836,8.253101,736.634434,775.352447,-0.211421,0.659788,fuel_flow_oscillation
27.971824,0.144743,27.666808,28.359201,0.001329,0.882723,27.821545,0.152072,27.540882,28.213772,-0.000217,0.894693,41.507005,1.543893,38.206269,44.495537,-0.015635,0.865311,39.352787,1.751433,34.665373,43.323718,0.007450,0.903435,12.521945,0.615832,11.170160,13.993288,-0.000001,0.620806,88.928131,3.853580,82.222240,95.221698,0.144300,0.405290,48.836104,1.110691,45.803332,51.824001,-0.020162,0.849499,225.057573,1.695606,220.377206,230.100646,-0.011812,0.883417,215.335868,1.716241,211.129195,219.754572,-0.027854,0.802546,226.175998,1.635399,222.385815,229.710610,-0.008072,0.860224,213.198403,1.525515,210.261648,216.805354,-0.016066,0.893153,772.524407,6.162983,754.993875,788.160515,-0.004372,0.857126,752.078487,5.958036,738.187778,768.586659,-0.003833,0.859747,776.009623,4.913791,766.184695,790.372928,-0.021113,0.905129,749.678602,5.529009,736.634434,762.728590,-0.004556,0.889128,fuel_flow_oscillation
27.967003,0.143403,27.601922,28.359201,-0.001542,0.852949,27.839344,0.153532,27.540882,28.279290,0.000702,0.893330,41.490980,1.451364,38.206269,45.272250,-0.001397,0.894012,39.451706,1.684535,34.665373,43.323718,-0.003808,0.887037,12.557526,0.728580,11.029187,14.176666,0.001404,0.396209,92.909303,3.170154,85.974377,98.237466,0.118263,0.441952,48.173443,1.095214,45.553571,50.752576,-0.019590,0.833049,224.815288,1.632071,221.822903,229.347039,-0.013569,0.908615,214.658113,1.324207,211.129195,217.690922,0.000131,0.843706,225.890982,1.709853,222.385815,229.710610,-0.010890,0.866284,212.902017,1.550027,209.761339,216.805354,-0.011862,0.884075,772.653609,5.791654,754.993875,788.160515,-0.000393,0.808820,752.438403,6.346925,738.187778,768.586659,0.022897,0.879375,775.122894,5.233227,764.510626,790.372928,-0.027783,0.905728,749.923733,5.514900,736.634434,762.728590,0.019155,0.886239,fuel_flow_oscillation
27.946970,0.150873,27.601922,28.304320,-0.001502,0.901708,27.859536,0.165658,27.473183,28.279290,0.001833,0.883357,41.465780,1.428437,38.206269,45.272250,0.009643,0.885651,39.571322,1.595326,36.097197,43.323718,-0.000086,0.877820,12.637568,0.839634,10.956515,14.223245,0.000107,0.543363,96.034811,2.423113,90.643051,100.010156,0.087565,0.488178,47.771752,1.093812,45.308450,50.377660,-0.010738,0.877445,224.597751,1.644479,220.291781,229.347039,-0.001701,0.871178,214.656582,1.340346,211.889651,218.304063,-0.007092,0.892770,225.675096,1.659572,222.300203,229.647617,-0.007512,0.878076,212.652636,1.380903,209.761339,216.475896,-0.003058,0.876261,772.789569,5.876501,754.993875,788.160515,-0.017270,0.788211,752.740711,5.896456,734.569495,764.829916,-0.018178,0.906409,775.198147,5.043100,764.510626,791.041026,0.020726,0.878784,750.410954,5.561481,737.021831,762.728590,0.018271,0.891413,fuel_flow_oscillation
27.921041,0.140554,27.601922,28.278781,0.000756,0.876813,27.882049,0.160795,27.473183,28.279290,0.000134,0.898966,41.750383,1.408635,38.477498,45.272250,0.003024,0.888971,39.429545,1.624347,35.811818,43.428745,-0.005262,0.899406,12.575869,0.953069,10.864763,14.223245,-0.002935,0.351969,98.431002,1.999207,93.179644,102.570327,0.069002,0.608615,47.337997,1.116151,44.559376,49.939074,-0.010465,0.867831,224.565764,1.644815,220.291781,228.073834,-0.002414,0.883872,214.505078,1.279493,211.221952,218.304063,-0.003060,0.891763,225.487691,1.592748,222.300203,228.848520,-0.006716,0.889003,212.637008,1.436799,209.761339,216.553909,-0.001684,0.867527,772.709677,5.338964,761.291814,783.768285,-0.000689,0.706992,752.201055,5.779464,734.569495,763.721524,-0.046919,0.815099,775.133924,5.144575,763.296650,791.041026,0.015799,0.832370,750.578908,5.190033,737.021831,760.713868,-0.012613,0.856702,fuel_flow_oscillation
27.928240,0.139599,27.603658,28.278781,0.000103,0.902302,27.869661,0.158929,27.473183,28.224267,-0.000937,0.885663,41.669931,1.400680,38.477498,45.867029,0.004199,0.907291,39.517444,1.558520,35.811818,44.002588,-0.007066,0.874824,12.600289,1.056103,10.748425,14.642825,-0.001608,0.257149,100.235220,1.656514,96.036145,103.302882,0.053283,0.647099,47.185915,1.078816,44.559376,49.939074,-0.007804,0.871404,224.710692,1.636693,220.291781,227.908572,0.000700,0.858604,214.569567,1.568618,211.013544,218.756292,0.004035,0.875001,225.376581,1.591393,220.305253,229.381524,-0.003943,0.889620,212.604497,1.460878,209.013334,216.553909,-0.001964,0.897259,772.163610,5.732645,757.906624,785.186284,-0.014171,0.784948,751.511329,5.999934,734.569495,763.429305,-0.030399,0.818987,775.501109,4.864296,763.296650,791.041026,-0.016125,0.828003,750.970641,5.371911,737.021831,760.713868,0.012578,0.848830,fuel_flow_oscillation
27.944618,0.139380,27.624693,28.278781,0.001060,0.874226,27.859838,0.148080,27.540185,28.224267,0.000168,0.896932,41.628127,1.496624,38.668250,45.867029,-0.002097,0.879933,39.445458,1.490217,35.811818,44.002588,0.002122,0.883717,12.621165,1.205260,10.349769,14.861898,0.000500,0.498817,101.652071,1.330528,98.648235,104.532505,0.038897,0.728489,46.941129,0.936106,44.559376,49.189068,-0.000258,0.902709,224.535769,1.606742,219.871073,227.908572,-0.005976,0.898575,214.516205,1.642073,210.924471,218.756292,-0.001826,0.892632,225.555078,1.548097,220.305253,229.381524,0.012240,0.883263,212.734492,1.458906,209.013334,216.553909,0.002174,0.894688,772.217961,5.569009,757.906624,785.186284,-0.008628,0.814773,751.505651,6.091897,737.049027,763.429305,-0.000139,0.817351,774.725788,5.237962,762.972325,787.746396,-0.018738,0.861317,750.497403,5.391822,735.549423,760.713868,-0.001629,0.854489,fuel_flow_oscillation
27.946047,0.128969,27.694868,28.245183,0.000299,0.907248,27.868498,0.158054,27.438534,28.241238,0.000643,0.911765,41.440515,1.472723,38.334173,45.867029,-0.000517,0.889899,39.406750,1.416717,36.203996,44.002588,-0.007150,0.865467,12.700975,1.263535,10.349769,14.861898,-0.003028,0.340081,102.724978,1.162439,99.413203,105.306412,0.032091,0.728647,46.810177,0.949485,44.401074,49.189068,-0.008967,0.894905,224.468493,1.537269,219.871073,227.908572,-0.009934,0.825687,214.616983,1.633647,210.924471,218.756292,0.001169,0.876877,225.618319,1.385518,220.305253,229.381524,0.005783,0.905061,212.689034,1.451369,209.013334,216.263433,-0.000628,0.868969,771.333453,5.836878,755.307041,785.186284,-0.020504,0.877153,752.003859,6.506655,737.049027,766.370268,0.015656,0.772768,775.050242,5.431342,762.134937,787.133783,0.005583,0.775769,750.207615,5.767759,735.549423,761.812087,-0.041996,0.781603,fuel_flow_oscillation
27.945937,0.143199,27.495805,28.385918,-0.000839,0.902403,27.862322,0.151838,27.438534,28.241238,-0.000877,0.890387,41.412285,1.533540,38.334173,45.815213,0.003375,0.814799,39.371304,1.463746,36.203996,42.592499,-0.000736,0.902127,12.642569,1.277028,10.349769,14.861898,-0.003588,0.242386,103.642878,1.091121,101.517395,106.468181,0.030053,0.768330,46.716914,0.996156,44.401074,49.519464,-0.001276,0.907607,224.321555,1.444414,219.871073,227.855323,0.003755,0.892389,214.351690,1.434444,210.924471,217.963329,-0.000588,0.861945,225.553351,1.315707,222.741836,228.818228,-0.014959,0.890624,212.659337,1.371240,209.282892,216.263433,-0.006575,0.882805,771.718576,5.525242,755.307041,783.731426,-0.008895,0.804180,752.183606,6.614888,737.049027,766.370268,-0.000997,0.707744,775.194763,6.060757,762.134937,787.133783,0.020009,0.768966,749.958041,6.413549,735.549423,763.247986,0.030068,0.704674,fuel_flow_oscillation
27.914492,0.148651,27.495805,28.385918,-0.000701,0.904531,27.856368,0.156548,27.438534,28.273925,-0.000449,0.853917,41.413766,1.528789,37.677625,45.815213,0.005872,0.852741,39.274172,1.499376,36.264871,42.592499,0.004785,0.881069,12.606027,1.266732,10.458654,15.290558,0.000612,0.162973,104.277438,0.957913,101.824850,106.468181,0.019506,0.851206,46.468986,1.087615,43.527035,49.519464,-0.006367,0.909830,224.541773,1.521694,220.859333,228.140149,0.010062,0.860229,214.449355,1.544352,210.935554,217.757849,0.001713,0.871623,225.327147,1.347700,221.774920,228.804612,-0.001088,0.897149,212.515428,1.380496,208.947415,216.207466,0.000411,0.896120,772.063188,6.118707,755.307041,784.009042,0.055590,0.674618,751.992951,6.466969,738.223720,766.370268,-0.016177,0.775024,775.201012,6.528963,756.280402,787.111048,-0.028373,0.731750,749.973491,6.721564,736.560486,763.247986,0.018831,0.707727,fuel_flow_oscillation
27.926226,0.150480,27.495805,28.385918,0.000635,0.889009,27.840488,0.156550,27.489105,28.273925,0.000271,0.885937,41.253606,1.610797,37.660119,45.815213,-0.009280,0.877161,39.511788,1.308409,36.486018,42.592499,0.003867,0.905795,12.560454,1.272182,10.458654,15.290558,0.003000,0.121047,104.898165,0.855118,102.919363,106.556319,0.018061,0.840020,46.437513,1.035460,43.527035,49.519464,-0.005156,0.887442,224.510020,1.590369,220.958344,228.140149,-0.002304,0.869842,214.208607,1.703879,209.928491,217.837875,0.003775,0.911719,225.342933,1.417547,221.774920,228.804612,0.007995,0.911307,212.479972,1.414892,208.947415,215.527099,-0.000163,0.882787,772.158427,6.202982,754.095230,784.009042,-0.028166,0.680898,751.270825,6.712706,737.678726,771.305939,-0.020042,0.766697,774.765490,6.778903,756.280402,792.282679,-0.009030,0.665921,750.492162,6.728054,735.268322,763.247986,0.010411,0.762944,fuel_flow_oscillation
27.941374,0.158428,27.560633,28.324237,0.001052,0.916625,27.862067,0.165774,27.489105,28.273925,0.000754,0.872787,41.169758,1.536717,37.660119,44.613672,-0.002140,0.894117,39.600530,1.368176,36.486018,42.581642,0.004795,0.877498,12.626957,1.339610,10.458654,15.290558,0.004440,0.106061,105.313479,0.890094,103.050379,107.605547,0.017742,0.857281,46.237522,0.953633,43.527035,48.402277,-0.000139,0.905131,224.574672,1.577426,220.958344,228.140149,0.001800,0.871236,214.361923,1.726728,209.928491,217.837875,-0.001150,0.870913,225.540109,1.508064,221.292006,229.378691,0.002604,0.878465,212.396097,1.525976,208.934157,215.527099,-0.004533,0.899327,771.555836,6.237750,754.095230,784.009042,-0.046925,0.699691,751.049092,6.589703,737.678726,771.305939,0.004001,0.746415,774.799546,6.489260,756.280402,792.282679,0.029447,0.669767,750.076237,6.589412,735.268322,763.861137,0.019663,0.755244,fuel_flow_oscillation
27.961499,0.144653,27.560633,28.324237,-0.000744,0.894473,27.854032,0.164861,27.489105,28.215208,-0.000131,0.869701,41.153806,1.561558,37.660119,44.613672,0.010165,0.864759,39.529906,1.605628,34.783104,43.260914,-0.012486,0.923936,12.625711,1.330404,10.618876,14.818893,0.003654,0.110371,105.696260,0.769155,103.855624,107.605547,0.006184,0.872548,46.460229,0.954352,44.079686,49.647464,0.003500,0.898287,224.449745,1.384736,220.958344,227.307975,0.008106,0.896035,214.332928,1.552084,209.928491,217.837875,0.006819,0.879667,225.514367,1.464116,221.292006,229.378691,-0.004134,0.877518,212.522162,1.539861,208.934157,216.277022,0.006463,0.885863,771.227582,6.073066,754.095230,786.696324,0.034212,0.697582,751.046228,6.809927,737.678726,771.305939,0.031878,0.654644,775.199478,5.971245,762.153101,792.282679,0.011247,0.720000,750.188338,6.287922,735.268322,763.861137,-0.003129,0.744698,fuel_flow_oscillation
27.954481,0.148528,27.560633,28.324237,-0.000166,0.918686,27.864002,0.149891,27.510876,28.215208,-0.000255,0.894614,41.294389,1.519059,37.743876,44.445755,-0.001499,0.883818,39.237240,1.711759,34.783104,43.260914,-0.011212,0.917225,12.644576,1.354723,10.465336,14.818893,-0.000185,0.106675,105.950740,0.847998,103.855624,108.091086,0.009583,0.885657,46.426857,1.007334,43.942511,49.647464,-0.000846,0.902970,224.627588,1.266547,221.952863,227.133339,0.003192,0.917344,214.392549,1.314366,211.245514,217.650997,-0.004684,0.862880,225.488341,1.593603,221.292006,231.037467,-0.003813,0.889228,212.527495,1.614874,208.934157,216.277022,0.004250,0.888859,771.860975,6.128273,758.262700,786.696324,0.023489,0.655154,751.610391,6.606224,736.365863,769.149199,0.027217,0.708441,775.261347,5.698980,759.799122,788.748085,-0.015039,0.753243,749.907316,6.315799,731.270365,763.861137,0.004469,0.719520,fuel_flow_oscillation
27.937520,0.141549,27.593175,28.277492,-0.000385,0.884711,27.864678,0.154253,27.510876,28.181654,0.000643,0.869783,41.248761,1.512262,37.743876,44.445755,-0.007531,0.904225,39.160010,1.569607,34.783104,43.260914,0.008327,0.889329,12.596297,1.330380,10.449037,14.769657,0.000025,0.126356,106.037724,0.789310,104.518999,108.091086,0.003412,0.895971,46.551312,0.961742,43.942511,49.647464,-0.005682,0.891950,224.603196,1.330980,221.725628,227.485478,0.002829,0.898284,214.355995,1.368648,211.193370,217.650997,-0.004193,0.891828,225.555449,1.464426,222.446672,231.037467,0.008676,0.905226,212.691694,1.621547,209.031567,216.403601,-0.005540,0.888330,772.784270,6.401248,756.406741,787.153281,0.009026,0.633808,752.080711,6.599689,736.365863,769.149199,0.017253,0.772604,775.172653,5.622987,759.799122,788.748085,0.004241,0.778713,749.815710,6.186698,731.270365,763.654439,-0.002529,0.786709,fuel_flow_oscillation
27.959435,0.163160,27.593175,28.317429,0.001173,0.894259,27.886773,0.154141,27.501560,28.181654,0.000691,0.864613,40.782358,1.480337,37.522184,44.445755,-0.022095,0.872697,38.699169,1.621845,34.761434,42.006167,-0.019085,0.785210,12.395395,1.389702,9.770447,14.769657,-0.010775,0.196093,106.225049,0.791049,104.495968,108.091086,0.001945,0.904976,46.632200,0.997585,43.942511,48.681672,0.008299,0.891459,224.305491,1.460922,221.523552,227.485478,-0.018681,0.898350,214.008031,1.474528,210.628251,217.487091,-0.011390,0.890174,225.468260,1.574434,221.013840,231.037467,-0.007747,0.880592,212.446908,1.683794,208.749234,216.403601,-0.006151,0.894744,769.831642,8.309977,744.943036,787.153281,-0.157084,0.691039,749.869195,8.286477,720.551993,767.867780,-0.134949,0.735730,772.500574,8.397359,748.328364,788.603315,-0.142300,0.716216,747.094427,8.266331,721.615796,763.654439,-0.142600,0.771694,fuel_flow_oscillation
27.907270,0.158185,27.592374,28.249104,0.001090,0.859892,27.845384,0.141848,27.470524,28.196588,0.000941,0.868967,42.596661,1.869912,39.212434,47.132330,-0.022884,0.731359,40.464505,1.544829,37.573924,44.860151,-0.015072,0.773405,12.981201,0.530630,11.944889,14.195513,-0.009805,0.426521,77.508676,6.604609,63.473583,87.591919,0.250508,0.433014,50.186653,1.443072,47.047511,53.796994,-0.033179,0.807023,226.274833,1.796365,222.002939,230.906306,0.010679,0.823274,215.649374,1.689603,211.925673,219.440247,0.007404,0.854772,226.944010,1.651153,221.545899,230.992408,0.005610,0.844767,213.942606,1.727312,209.853450,218.754408,0.016557,0.863648,779.184923,7.008327,764.732081,794.252140,-0.090053,0.517011,758.833136,7.670732,740.435558,773.451249,-0.093468,0.556523,782.962532,8.261668,765.171689,802.173509,-0.075453,0.596374,756.405201,7.469482,740.907882,771.636796,-0.085849,0.541549,fuel_flow_oscillation
27.928507,0.162473,27.592374,28.420414,0.000562,0.893888,27.860778,0.134412,27.470524,28.196588,0.000575,0.859919,42.254410,1.817630,38.590049,47.132330,-0.033108,0.818647,40.039998,1.549572,37.047154,44.860151,-0.028791,0.822494,12.774734,0.458172,12.158171,14.036684,-0.011374,0.702847,84.105462,4.902264,74.435145,91.910656,0.185311,0.446624,49.419986,1.075833,47.047511,52.249460,-0.012923,0.875365,226.129341,1.901536,222.430407,230.906306,-0.039060,0.855284,215.482251,1.759431,209.939400,219.440247,-0.027156,0.854979,226.837305,1.585456,222.952825,230.992408,-0.026871,0.822788,213.983093,1.753156,208.146973,218.754408,-0.025727,0.897348,775.981923,7.867243,760.817876,791.457309,-0.211948,0.564696,756.213606,8.216421,739.585479,773.451249,-0.225236,0.663271,780.229329,8.564480,765.171689,802.173509,-0.234250,0.617774,754.619899,7.017199,740.907882,771.636796,-0.174124,0.638674,fuel_flow_oscillation
27.932779,0.149884,27.592374,28.420414,0.000168,0.905116,27.872178,0.132908,27.594437,28.196588,-0.000539,0.840636,41.578296,1.409187,38.341144,44.713981,0.000283,0.891597,39.487195,1.351687,36.126908,42.635934,-0.001092,0.910991,12.578978,0.271874,11.931522,13.602389,0.000812,0.851545,89.033033,3.844260,81.152733,96.659272,0.144031,0.495807,48.981041,1.045992,46.437136,51.428605,-0.016423,0.865023,225.283799,1.774419,222.348640,229.459345,-0.026869,0.893527,215.194438,1.564302,209.939400,219.440247,-0.008679,0.863044,226.044818,1.576935,222.257263,230.235337,-0.022373,0.860203,213.195372,1.685250,208.146973,216.890170,-0.027933,0.843917,771.870967,5.469882,758.518344,787.702893,-0.017882,0.879680,751.854865,5.013774,739.585479,767.736862,-0.017039,0.895391,775.857975,5.255694,765.171689,788.190772,-0.023935,0.883331,750.681851,4.246841,740.907882,760.675928,-0.030142,0.881956,fuel_flow_oscillation
27.933989,0.144982,27.596394,28.420414,0.000112,0.877576,27.865814,0.133616,27.455148,28.188100,-0.000297,0.903267,41.654783,1.401339,38.341144,44.713981,-0.001434,0.918969,39.414410,1.447601,34.835225,42.635934,0.000248,0.870807,12.605911,0.308239,11.931522,13.602389,-0.000887,0.864284,92.910165,3.152041,86.158627,98.899875,0.116539,0.490646,48.459890,1.124858,44.560674,51.225398,-0.017290,0.874343,224.868759,1.633570,221.625270,229.745280,-0.003939,0.889668,214.826059,1.451793,209.939400,218.324585,-0.000130,0.902160,225.777944,1.553469,221.762308,229.614401,-0.001788,0.896105,212.594742,1.620557,208.146973,215.995995,-0.016108,0.910983,771.622542,5.136105,758.518344,782.578045,0.033644,0.894462,751.823014,4.919852,739.585479,767.736862,0.019486,0.863533,775.466405,4.781024,765.211046,788.343669,0.021798,0.875990,750.316457,4.610252,739.959503,761.415358,-0.011886,0.896958,fuel_flow_oscillation
27.947345,0.150814,27.596394,28.402576,0.000308,0.855113,27.859624,0.137701,27.455148,28.260659,-0.000339,0.869280,41.700353,1.483360,38.341144,46.956283,0.010455,0.888294,39.420058,1.566848,34.835225,42.635934,-0.000427,0.867636,12.626049,0.300590,11.931522,13.294104,-0.000448,0.874634,95.946715,2.519204,89.712086,99.952570,0.090797,0.511107,47.921815,1.128047,44.560674,50.538157,-0.015079,0.881632,224.686447,1.571469,221.431230,229.745280,-0.002689,0.870469,214.829271,1.364276,211.645659,218.324585,-0.011688,0.879567,225.613970,1.567328,221.567738,229.614401,0.006181,0.861985,212.401111,1.518204,208.426291,216.640617,0.002389,0.887116,772.608734,4.799707,758.518344,782.578045,0.017396,0.915041,752.076808,4.625727,737.450760,763.578160,0.009297,0.899118,776.130144,5.179632,764.952423,788.371359,0.005362,0.884048,749.828052,4.848162,739.959503,761.415358,0.011895,0.888806,fuel_flow_oscillation
27.959117,0.152973,27.596394,28.402576,0.000318,0.879146,27.859605,0.144917,27.455148,28.260659,-0.000145,0.900094,41.678079,1.547978,39.190014,46.956283,0.000399,0.871277,39.446142,1.571578,34.835225,43.004770,0.003148,0.889276,12.633493,0.335512,11.937956,13.514690,0.001209,0.844379,98.358004,1.966319,93.974420,102.563215,0.069010,0.564792,47.514366,1.108294,44.560674,50.452466,-0.009968,0.920912,224.685754,1.397716,221.431230,229.745280,-0.002194,0.887875,214.369817,1.606762,209.775930,218.324585,-0.009371,0.904691,225.608805,1.652077,221.567738,229.614401,-0.008334,0.836771,212.405264,1.374732,209.469195,216.640617,-0.000458,0.886582,772.500036,5.095574,760.533207,790.495550,-0.015064,0.886257,751.953011,5.068881,737.450760,763.578160,-0.008416,0.878423,776.333571,5.116762,761.231823,788.371359,0.006567,0.890347,750.427846,5.225727,739.959503,761.415358,0.026570,0.887508,fuel_flow_oscillation
27.954582,0.153630,27.600847,28.402576,-0.000507,0.894996,27.871597,0.139680,27.495748,28.260659,0.000769,0.892449,41.609971,1.612443,38.248520,46.956283,-0.005612,0.885180,39.404609,1.592370,35.772382,43.350997,-0.001802,0.909451,12.645699,0.433731,11.692758,13.771162,0.002573,0.722254,100.195714,1.652052,96.164478,103.323251,0.055006,0.611373,47.173175,1.079224,44.573007,49.481595,-0.010501,0.913638,224.766469,1.352638,221.431230,228.329301,0.012470,0.870421,214.437430,1.483205,209.775930,217.506606,0.002351,0.881085,225.405953,1.512206,221.567738,229.176454,-0.003068,0.865068,212.535397,1.443438,208.512750,216.640617,0.000684,0.893165,772.518548,4.816352,760.533207,790.495550,-0.016928,0.890575,751.940010,5.347151,736.143913,766.615477,0.031062,0.832855,775.951747,5.251820,761.231823,788.371359,-0.009199,0.890129,750.299345,5.196874,737.091874,760.493305,0.014642,0.888629,fuel_flow_oscillation
27.951160,0.156487,27.590931,28.360791,0.000435,0.888446,27.873175,0.147970,27.467996,28.292356,0.000104,0.915932,41.630827,1.602538,37.624715,45.477926,0.008516,0.842890,39.435844,1.645613,35.772382,43.350997,0.000117,0.858669,12.590096,0.564103,10.997712,13.919264,-0.000165,0.627918,101.598038,1.368601,98.655412,104.295556,0.040814,0.736235,47.109990,1.113126,44.573007,49.530224,-0.000511,0.897450,224.817679,1.418347,220.938981,228.329301,-0.003663,0.915112,214.276790,1.682701,209.775930,217.506606,-0.000443,0.822345,225.408629,1.420453,221.889511,229.176454,0.005680,0.892883,212.402895,1.413930,208.512750,216.367284,-0.001256,0.900300,771.703404,5.807887,759.123994,790.495550,-0.017950,0.877086,751.836045,5.368260,736.143913,766.615477,0.008270,0.886190,775.395400,5.342225,758.396674,787.355935,-0.013192,0.905378,750.115682,5.295801,737.091874,760.493305,-0.016896,0.901488,fuel_flow_oscillation
27.940245,0.168957,27.590201,28.360791,0.000270,0.876022,27.871236,0.141577,27.467996,28.292356,-0.000507,0.936062,41.632066,1.528248,37.443810,44.377411,-0.000951,0.893219,39.450659,1.604031,35.904470,43.350997,0.004929,0.898491,12.592060,0.716468,10.997712,14.152286,0.001966,0.442534,102.710968,1.229298,99.423371,106.306039,0.033228,0.765638,46.967601,1.092056,44.760381,49.530224,-0.000017,0.895634,224.697158,1.504038,220.938981,228.329301,-0.012537,0.895970,214.460004,1.554640,210.170893,217.398177,-0.004863,0.812038,225.398583,1.391278,221.812089,227.878090,0.001670,0.894818,212.372537,1.481973,208.512750,216.367284,-0.004839,0.902351,771.862477,5.784910,759.123994,784.825629,-0.000721,0.859878,751.973945,5.608566,736.143913,766.615477,-0.004687,0.821387,775.119604,5.070668,758.396674,787.355935,0.014448,0.889685,749.964452,5.202204,737.091874,759.274870,0.014946,0.876469,fuel_flow_oscillation
27.938629,0.167646,27.479376,28.312100,-0.000443,0.876184,27.865037,0.150338,27.467996,28.292356,0.000432,0.865294,41.667160,1.562308,37.443810,45.762476,-0.009002,0.885653,39.488123,1.521242,35.477521,42.868932,-0.002698,0.917216,12.522419,0.843400,10.967374,14.152286,-0.001495,0.498947,103.655785,1.131494,100.689289,106.306039,0.031888,0.734388,46.890015,1.148402,44.315653,49.530224,-0.008104,0.914130,224.467624,1.428797,219.820462,227.706691,-0.003922,0.911398,214.398918,1.625887,210.170893,217.398177,0.004420,0.830772,225.360843,1.394934,221.812089,228.169443,-0.004653,0.882055,212.203515,1.442315,208.900346,216.253851,-0.001970,0.890914,771.371919,6.335811,755.572373,784.825629,0.004117,0.896048,751.747958,5.368253,736.692688,763.731638,0.012505,0.866154,774.484349,5.943956,758.396674,787.355935,-0.021705,0.899456,749.308425,5.607163,735.017461,763.049932,-0.031845,0.874506,fuel_flow_oscillation
27.928616,0.159483,27.479376,28.312100,0.000321,0.910841,27.866426,0.136718,27.548540,28.178980,0.000227,0.879147,41.602082,1.573657,37.443810,45.762476,0.004029,0.893643,39.490257,1.409836,35.477521,42.868932,-0.004562,0.897587,12.586628,1.000048,10.801016,14.541774,-0.002630,0.301265,104.404935,0.998540,102.195594,106.666863,0.021844,0.864565,46.628868,1.067039,44.104815,49.168253,-0.006118,0.892055,224.448393,1.414717,219.820462,227.641359,0.001792,0.894438,214.497720,1.475289,210.728969,217.860063,-0.004008,0.879301,225.223206,1.376129,221.812089,228.169443,-0.002596,0.891627,212.308431,1.461250,208.900346,216.557521,0.004804,0.879035,771.923936,6.125016,755.572373,788.794144,-0.007224,0.754018,752.056142,5.713363,736.692688,765.814792,0.015979,0.755458,774.868605,5.712902,759.698921,787.800160,-0.008328,0.792711,749.470962,6.105227,734.888736,764.232907,-0.021841,0.782428,fuel_flow_oscillation
